,,,Grand Total,,,,,,,
Type,Material,Cut,Volume,Tonnes,FEGL,SILGL,ALGL,MNGL,PGL,PPCGL
Waste,AG,1205.00_23_25,500.00,925.00,42.36,1.84,20.43,0.04,0.10,14.81
Waste,AG,1205.00_23_24,500.00,925.00,41.59,2.27,20.84,0.04,0.11,15.08
Waste,AG,1205.00_23_23,500.00,925.00,42.47,2.58,19.54,0.04,0.10,15.09
Waste,AG,1205.00_23_22,500.00,925.00,40.01,4.52,20.60,0.04,0.10,15.59
Waste,AG,1205.00_23_21,500.00,925.00,38.41,7.53,20.05,0.06,0.10,15.61
Waste,AG,1205.00_22_27,473.93,876.77,44.91,1.34,18.51,0.04,0.10,13.78
Waste,AG,1205.00_22_26,500.00,925.00,42.51,1.95,20.21,0.04,0.10,14.72
Waste,AG,1205.00_22_25,500.00,925.00,42.10,2.25,20.38,0.04,0.10,14.85
Waste,AG,1205.00_22_24,500.00,925.00,41.63,2.65,20.54,0.04,0.10,14.98
Waste,AG,1205.00_22_23,500.00,925.00,42.57,2.99,19.19,0.04,0.09,14.90
Waste,AG,1205.00_22_22,500.00,925.00,42.88,5.88,17.12,0.06,0.09,13.88
Waste,AG,1205.00_22_21,500.00,925.00,39.37,7.63,19.11,0.06,0.09,15.14
Waste,AG,1205.00_21_27,208.56,385.84,44.81,1.72,18.35,0.04,0.10,13.76
Waste,AG,1205.00_21_26,499.70,924.44,42.22,2.37,20.18,0.04,0.10,14.77
Waste,AG,1205.00_21_25,500.00,925.00,41.96,2.68,20.21,0.04,0.10,14.82
Waste,AG,1205.00_21_24,500.00,925.00,41.71,3.08,20.17,0.04,0.10,14.85
Waste,AG,1205.00_21_23,500.00,925.00,42.31,4.50,18.61,0.05,0.09,14.34
Waste,AG,1205.00_21_22,500.00,925.00,42.85,6.15,16.96,0.06,0.08,13.82
Waste,AG,1205.00_21_21,250.00,462.50,42.66,6.66,16.78,0.06,0.08,13.81
Waste,AG,1205.00_20_26,333.95,617.82,42.06,2.79,20.05,0.04,0.10,14.76
Waste,AG,1205.00_20_25,500.00,925.00,41.93,3.10,19.96,0.04,0.10,14.75
Waste,AG,1205.00_20_24,500.00,925.00,41.82,3.52,19.77,0.04,0.10,14.71
Waste,AG,1205.00_20_23,500.00,925.00,42.39,4.90,18.27,0.05,0.09,14.22
Waste,AG,1205.00_20_22,375.00,693.75,42.87,6.28,16.86,0.06,0.08,13.77
Waste,AG,1205.00_19_26,72.66,134.42,41.98,3.14,19.88,0.04,0.10,14.72
Waste,AG,1205.00_19_25,250.00,462.50,41.93,3.39,19.74,0.04,0.10,14.69
Waste,AG,1205.00_19_24,250.00,462.50,41.91,3.82,19.47,0.04,0.09,14.62
Waste,AG,1205.00_19_18,125.00,231.25,43.15,6.58,16.42,0.05,0.07,13.50
Waste,AG,1205.00_19_17,500.00,925.00,43.04,6.71,16.42,0.05,0.07,13.54
Waste,AG,1205.00_19_16,125.00,231.25,42.98,6.79,16.42,0.05,0.07,13.57
Waste,AG,1205.00_18_18,125.00,231.25,43.21,6.51,16.42,0.05,0.07,13.47
Waste,AG,1205.00_18_17,500.00,925.00,43.19,6.54,16.42,0.05,0.07,13.47
Waste,AG,1205.00_18_16,375.00,693.75,43.03,6.75,16.41,0.05,0.07,13.54
Waste,AG,1205.00_17_16,124.44,230.22,43.08,6.72,16.39,0.05,0.07,13.50
Waste,AG,1205.00_17_14,500.00,925.00,42.87,7.14,16.56,0.05,0.07,13.21
Waste,AG,1205.00_17_13,125.00,231.25,42.74,7.39,16.61,0.05,0.07,13.12
Waste,AG,1205.00_16_14,500.00,925.00,42.86,7.16,16.56,0.05,0.07,13.21
Waste,AG,1205.00_16_13,499.18,923.49,42.70,7.46,16.62,0.05,0.07,13.10
Waste,AG,1205.00_15_15,250.00,462.50,42.92,7.06,16.55,0.05,0.07,13.24
Waste,AG,1205.00_15_14,500.00,925.00,42.82,7.23,16.57,0.05,0.07,13.18
Waste,AG,1205.00_15_13,500.00,925.00,42.69,7.48,16.63,0.05,0.07,13.09
Waste,AG,1205.00_15_12,121.66,225.07,43.36,6.41,16.36,0.05,0.07,13.43
Waste,AG,1205.00_14_15,250.00,462.50,42.85,7.18,16.56,0.05,0.07,13.20
Waste,AG,1205.00_14_14,500.00,925.00,42.77,7.32,16.60,0.05,0.07,13.15
Waste,AG,1205.00_14_13,500.00,925.00,42.65,7.54,16.64,0.05,0.07,13.07
Waste,AG,1205.00_14_12,368.37,681.49,43.38,6.40,16.35,0.05,0.07,13.42
Waste,AG,1205.00_13_14,500.00,925.00,42.71,7.43,16.62,0.05,0.07,13.11
Waste,AG,1205.00_13_13,500.00,925.00,42.61,7.62,16.65,0.05,0.07,13.03
Waste,AG,1205.00_13_12,499.57,924.20,43.41,6.38,16.34,0.05,0.07,13.42
Waste,AG,1205.00_13_11,120.27,222.51,43.44,6.36,16.32,0.05,0.07,13.41
Waste,AG,1205.00_12_14,375.00,693.75,42.64,7.55,16.65,0.05,0.07,13.06
Waste,AG,1205.00_12_13,500.00,925.00,42.56,7.71,16.68,0.05,0.07,13.00
Waste,AG,1205.00_12_12,500.00,925.00,43.43,6.37,16.32,0.05,0.07,13.41
Waste,AG,1205.00_12_11,249.33,461.26,43.46,6.35,16.31,0.05,0.07,13.40
Waste,AG,1205.00_11_17,250.00,462.50,42.34,7.88,16.23,0.06,0.07,13.68
Waste,AG,1205.00_11_16,250.00,462.50,42.30,7.95,16.22,0.06,0.07,13.69
Waste,AG,1205.00_11_14,250.00,462.50,42.57,7.69,16.68,0.05,0.06,13.01
Waste,AG,1205.00_11_13,500.00,925.00,42.51,7.80,16.70,0.05,0.06,12.96
Waste,AG,1205.00_11_12,500.00,925.00,43.46,6.35,16.31,0.05,0.07,13.40
Waste,AG,1205.00_11_11,250.00,462.50,43.49,6.34,16.30,0.05,0.07,13.39
Waste,AG,1205.00_10_18,500.00,925.00,43.52,5.54,16.80,0.05,0.07,13.52
Waste,AG,1205.00_10_17,500.00,925.00,42.27,7.99,16.21,0.06,0.07,13.70
Waste,AG,1205.00_10_16,500.00,925.00,42.23,8.05,16.21,0.06,0.07,13.72
Waste,AG,1205.00_10_15,500.00,925.00,42.38,7.90,16.44,0.06,0.07,13.37
Waste,AG,1205.00_10_14,500.00,925.00,42.53,7.77,16.69,0.05,0.06,12.98
Waste,AG,1205.00_10_13,500.00,925.00,42.46,7.89,16.71,0.05,0.06,12.93
Waste,AG,1205.00_10_12,500.00,925.00,43.49,6.33,16.30,0.05,0.07,13.39
Waste,AG,1205.00_10_11,500.00,925.00,43.52,6.31,16.28,0.05,0.07,13.39
Waste,AG,1202.51_9_8,0.88,1.63,42.88,6.29,16.86,0.06,0.07,13.72
Waste,AG,1202.30_37_31,2.15,3.98,44.71,0.77,19.52,0.05,0.15,13.56
Waste,AG,1201.83_20_26,1.47,2.72,42.04,2.75,20.09,0.04,0.10,14.77
Waste,AG,1201.31_5_10,2.53,4.68,43.71,6.20,16.19,0.05,0.07,13.34
Waste,AG,1200.43_42_31,0.09,0.16,45.09,1.49,17.73,0.07,0.11,13.88
Waste,AG,1200.35_41_31,0.88,1.63,45.43,1.40,17.40,0.07,0.11,13.81
Waste,AG,1200.21_38_31,49.30,91.20,44.75,0.76,19.74,0.06,0.16,13.11
Waste,AG,1200.20_40_31,0.39,0.73,44.35,1.25,19.71,0.07,0.15,13.25
Waste,AG,1200.19_39_31,22.14,40.96,44.45,0.94,20.05,0.07,0.16,13.04
Waste,AG,1200.18_35_30,211.90,392.02,43.82,0.97,20.83,0.06,0.15,13.96
Waste,AG,1200.18_34_30,101.52,187.81,43.05,1.24,21.76,0.06,0.14,14.48
Waste,AG,1200.18_33_30,12.64,23.38,42.71,1.14,22.35,0.06,0.14,14.51
Waste,AG,1200.14_27_28,181.94,336.59,45.61,0.64,18.49,0.04,0.10,13.62
Waste,AG,1200.12_26_28,40.69,75.28,45.32,0.57,18.69,0.04,0.10,13.75
Waste,AG,1200.00_9_9,358.26,662.78,42.92,6.31,16.81,0.06,0.07,13.69
Waste,AG,1200.00_9_18,125.00,231.25,43.55,5.45,16.84,0.05,0.08,13.53
Waste,AG,1200.00_9_17,375.00,693.75,42.18,8.13,16.20,0.06,0.07,13.73
Waste,AG,1200.00_9_16,500.00,925.00,42.14,8.19,16.19,0.06,0.07,13.73
Waste,AG,1200.00_9_15,500.00,925.00,42.30,8.03,16.44,0.06,0.07,13.35
Waste,AG,1200.00_9_14,500.00,925.00,42.46,7.88,16.71,0.05,0.06,12.93
Waste,AG,1200.00_9_13,500.00,925.00,42.41,7.99,16.74,0.05,0.06,12.89
Waste,AG,1200.00_9_12,500.00,925.00,43.53,6.31,16.28,0.05,0.07,13.39
Waste,AG,1200.00_9_11,500.00,925.00,43.56,6.29,16.26,0.05,0.07,13.38
Waste,AG,1200.00_9_10,500.00,925.00,43.26,6.30,16.52,0.06,0.07,13.52
Waste,AG,1200.00_8_9,368.68,682.05,42.89,6.30,16.84,0.06,0.07,13.71
Waste,AG,1200.00_8_16,125.00,231.25,42.08,8.29,16.18,0.06,0.07,13.75
Waste,AG,1200.00_8_15,375.00,693.75,42.32,8.06,16.54,0.05,0.07,13.20
Waste,AG,1200.00_8_14,500.00,925.00,42.41,7.98,16.74,0.05,0.06,12.90
Waste,AG,1200.00_8_13,500.00,925.00,42.36,8.07,16.76,0.05,0.06,12.86
Waste,AG,1200.00_8_12,500.00,925.00,43.56,6.29,16.26,0.05,0.07,13.38
Waste,AG,1200.00_8_11,500.00,925.00,43.59,6.27,16.25,0.05,0.07,13.37
Waste,AG,1200.00_8_10,500.00,925.00,43.26,6.28,16.52,0.06,0.07,13.53
Waste,AG,1200.00_7_9,180.90,334.66,42.88,6.29,16.87,0.06,0.07,13.72
Waste,AG,1200.00_7_14,125.00,231.25,42.36,8.07,16.75,0.05,0.06,12.86
Waste,AG,1200.00_7_13,250.00,462.50,42.33,8.13,16.77,0.05,0.06,12.84
Waste,AG,1200.00_7_12,375.00,693.75,43.59,6.27,16.25,0.05,0.07,13.37
Waste,AG,1200.00_7_11,500.00,925.00,43.63,6.25,16.23,0.05,0.07,13.36
Waste,AG,1200.00_7_10,500.00,925.00,43.27,6.26,16.54,0.06,0.07,13.54
Waste,AG,1200.00_6_9,22.07,40.82,42.85,6.27,16.89,0.06,0.07,13.74
Waste,AG,1200.00_6_11,374.91,693.58,43.66,6.23,16.22,0.05,0.07,13.35
Waste,AG,1200.00_6_10,369.61,683.78,43.35,6.24,16.47,0.06,0.07,13.50
Waste,AG,1200.00_5_11,52.35,96.85,43.69,6.21,16.20,0.05,0.07,13.34
Waste,AG,1200.00_42_30,0.01,0.01,46.72,1.65,16.22,0.06,0.14,13.00
Waste,AG,1200.00_41_30,0.06,0.10,47.13,1.57,15.83,0.06,0.15,12.87
Waste,AG,1200.00_40_30,0.10,0.19,47.42,1.54,15.58,0.06,0.15,12.76
Waste,AG,1200.00_39_30,0.40,0.73,48.70,1.95,14.41,0.05,0.19,11.82
Waste,AG,1200.00_38_30,82.57,152.75,47.36,1.42,16.31,0.05,0.18,12.28
Waste,AG,1200.00_37_30,256.52,474.56,47.03,1.43,16.60,0.05,0.18,12.65
Waste,AG,1200.00_37_29,0.24,0.45,47.14,1.68,15.93,0.04,0.16,13.39
Waste,AG,1200.00_36_30,316.42,585.38,46.21,1.23,17.83,0.05,0.18,12.74
Waste,AG,1200.00_36_29,134.40,248.64,46.92,1.70,16.56,0.05,0.17,13.10
Waste,AG,1200.00_35_29,447.74,828.33,44.40,1.52,19.88,0.05,0.15,14.10
Waste,AG,1200.00_34_29,490.89,908.14,43.26,1.44,21.38,0.06,0.13,14.54
Waste,AG,1200.00_33_29,117.91,218.13,42.53,1.18,22.54,0.06,0.14,14.64
Waste,AG,1200.00_33_25,34.13,63.13,36.32,1.67,28.51,0.01,0.09,17.21
Waste,AG,1200.00_33_24,14.29,26.44,34.34,2.49,29.13,0.02,0.08,18.50
Waste,AG,1200.00_33_23,77.88,144.08,36.66,2.37,25.43,0.04,0.11,18.83
Waste,AG,1200.00_33_22,107.93,199.67,28.31,3.35,33.19,0.01,0.08,22.61
Waste,AG,1200.00_33_21,48.78,90.24,39.19,4.79,21.30,0.00,0.09,17.38
Waste,AG,1200.00_32_26,124.10,229.58,45.34,1.07,20.14,0.01,0.09,13.40
Waste,AG,1200.00_32_25,464.25,858.86,40.62,1.42,24.03,0.01,0.08,15.91
Waste,AG,1200.00_32_24,450.53,833.48,37.36,2.30,25.23,0.02,0.07,18.48
Waste,AG,1200.00_32_23,452.29,836.74,36.29,3.31,25.29,0.01,0.08,18.92
Waste,AG,1200.00_32_22,389.45,720.48,29.90,3.42,33.54,0.02,0.08,19.72
Waste,AG,1200.00_32_21,293.59,543.14,34.06,3.87,29.30,0.01,0.09,17.71
Waste,AG,1200.00_32_20,82.23,152.12,39.94,3.24,23.69,0.01,0.10,15.74
Waste,AG,1200.00_31_28,125.00,231.25,47.18,1.40,17.78,0.03,0.10,12.64
Waste,AG,1200.00_31_27,375.00,693.75,47.46,1.30,17.74,0.02,0.10,12.45
Waste,AG,1200.00_31_26,500.00,925.00,47.58,1.19,17.84,0.02,0.10,12.31
Waste,AG,1200.00_31_25,498.49,922.21,43.29,1.58,21.31,0.02,0.09,14.66
Waste,AG,1200.00_31_24,458.21,847.69,35.43,2.80,25.52,0.02,0.08,20.47
Waste,AG,1200.00_31_23,396.77,734.03,40.86,3.37,20.24,0.02,0.09,17.27
Waste,AG,1200.00_31_22,331.31,612.92,32.33,4.43,30.65,0.02,0.09,17.89
Waste,AG,1200.00_31_21,283.38,524.24,26.63,5.12,36.50,0.01,0.09,19.87
Waste,AG,1200.00_31_20,257.27,475.95,33.34,4.83,29.55,0.01,0.10,17.74
Waste,AG,1200.00_31_19,251.15,464.63,41.05,3.50,22.42,0.01,0.10,15.14
Waste,AG,1200.00_31_18,179.41,331.92,38.58,3.59,27.70,0.03,0.08,13.27
Waste,AG,1200.00_31_17,69.29,128.20,37.76,3.54,29.25,0.04,0.07,12.90
Waste,AG,1200.00_30_28,370.51,685.45,46.91,1.18,17.82,0.03,0.11,12.94
Waste,AG,1200.00_30_27,500.00,925.00,47.01,1.32,17.93,0.03,0.10,12.73
Waste,AG,1200.00_30_26,500.00,925.00,47.28,1.26,17.74,0.02,0.10,12.64
Waste,AG,1200.00_30_25,500.00,925.00,44.76,1.53,19.86,0.02,0.10,13.93
Waste,AG,1200.00_30_24,500.00,925.00,36.61,2.67,25.54,0.03,0.08,18.77
Waste,AG,1200.00_30_23,500.00,925.00,39.54,3.26,21.44,0.04,0.09,18.00
Waste,AG,1200.00_30_22,500.00,925.00,33.00,4.52,28.20,0.03,0.09,19.44
Waste,AG,1200.00_30_21,500.00,925.00,22.43,5.67,40.62,0.02,0.09,21.06
Waste,AG,1200.00_30_20,500.00,925.00,28.60,5.80,33.84,0.02,0.10,19.15
Waste,AG,1200.00_30_19,495.11,915.96,37.44,3.95,25.47,0.04,0.11,16.39
Waste,AG,1200.00_30_18,448.04,828.88,41.19,2.90,23.22,0.05,0.10,14.16
Waste,AG,1200.00_30_17,395.10,730.93,40.22,3.08,25.01,0.05,0.08,13.88
Waste,AG,1200.00_30_16,180.40,333.75,42.44,2.54,21.61,0.07,0.07,14.86
Waste,AG,1200.00_29_28,465.62,861.40,46.54,0.99,17.96,0.03,0.11,13.20
Waste,AG,1200.00_29_27,500.00,925.00,47.20,1.05,17.33,0.03,0.10,12.92
Waste,AG,1200.00_29_26,500.00,925.00,45.36,1.46,19.11,0.03,0.10,13.45
Waste,AG,1200.00_29_25,500.00,925.00,41.04,2.01,23.39,0.02,0.10,14.87
Waste,AG,1200.00_29_24,500.00,925.00,36.09,2.88,27.69,0.03,0.09,16.63
Waste,AG,1200.00_29_23,500.00,925.00,35.30,3.44,26.55,0.03,0.10,18.26
Waste,AG,1200.00_29_22,500.00,925.00,34.76,3.94,26.11,0.03,0.10,18.87
Waste,AG,1200.00_29_21,500.00,925.00,26.26,5.13,36.11,0.02,0.10,20.20
Waste,AG,1200.00_29_20,500.00,925.00,31.80,4.94,30.43,0.03,0.11,18.38
Waste,AG,1200.00_29_19,500.00,925.00,41.29,2.91,20.90,0.07,0.12,15.91
Waste,AG,1200.00_29_18,499.97,924.94,43.41,2.26,19.06,0.08,0.13,15.19
Waste,AG,1200.00_29_17,499.31,923.72,42.56,2.81,20.57,0.07,0.10,14.85
Waste,AG,1200.00_29_16,110.34,204.14,42.27,2.78,21.70,0.07,0.07,14.64
Waste,AG,1200.00_28_28,331.56,613.38,46.11,0.82,18.18,0.04,0.10,13.39
Waste,AG,1200.00_28_27,498.88,922.94,46.26,0.81,18.01,0.03,0.10,13.33
Waste,AG,1200.00_28_26,500.00,925.00,45.41,1.19,18.56,0.03,0.10,13.65
Waste,AG,1200.00_28_25,500.00,925.00,40.20,2.15,23.61,0.03,0.10,15.15
Waste,AG,1200.00_28_24,500.00,925.00,36.95,2.99,25.71,0.03,0.11,16.53
Waste,AG,1200.00_28_23,500.00,925.00,34.79,3.65,26.49,0.03,0.11,17.95
Waste,AG,1200.00_28_22,500.00,925.00,32.61,4.11,28.62,0.02,0.12,18.40
Waste,AG,1200.00_28_21,500.00,925.00,29.78,4.68,32.00,0.03,0.11,18.99
Waste,AG,1200.00_28_20,500.00,925.00,35.55,4.04,26.70,0.06,0.11,17.31
Waste,AG,1200.00_28_19,500.00,925.00,40.91,3.44,20.89,0.07,0.12,15.96
Waste,AG,1200.00_28_18,500.00,925.00,43.33,2.81,18.87,0.08,0.12,15.04
Waste,AG,1200.00_28_17,500.00,925.00,43.05,3.51,18.79,0.08,0.10,15.09
Waste,AG,1200.00_27_27,494.67,915.13,45.44,0.57,18.62,0.04,0.10,13.69
Waste,AG,1200.00_27_26,500.00,925.00,45.14,0.76,18.76,0.04,0.10,13.80
Waste,AG,1200.00_27_25,500.00,925.00,42.84,1.66,20.32,0.03,0.11,14.67
Waste,AG,1200.00_27_24,500.00,925.00,39.75,2.66,22.44,0.03,0.11,15.88
Waste,AG,1200.00_27_23,500.00,925.00,35.52,3.55,25.94,0.03,0.11,17.55
Waste,AG,1200.00_27_22,500.00,925.00,33.19,4.14,28.09,0.03,0.12,18.12
Waste,AG,1200.00_27_21,500.00,925.00,33.51,4.42,27.78,0.03,0.11,17.92
Waste,AG,1200.00_27_20,125.00,231.25,39.78,3.68,21.24,0.06,0.12,16.23
Waste,AG,1200.00_27_17,125.00,231.25,42.62,4.59,18.33,0.08,0.10,15.03
Waste,AG,1200.00_26_27,484.15,895.67,45.13,0.51,18.83,0.04,0.10,13.82
Waste,AG,1200.00_26_26,500.00,925.00,44.81,0.61,19.04,0.04,0.10,13.95
Waste,AG,1200.00_26_25,500.00,925.00,43.31,1.31,19.99,0.04,0.11,14.51
Waste,AG,1200.00_26_24,250.00,462.50,40.91,2.36,21.56,0.03,0.11,15.41
Waste,AG,1200.00_26_23,375.00,693.75,37.73,3.65,23.07,0.03,0.11,17.16
Waste,AG,1200.00_26_22,500.00,925.00,32.64,4.69,28.43,0.03,0.11,18.17
Waste,AG,1200.00_26_21,250.00,462.50,35.24,4.63,25.52,0.04,0.12,17.43
Waste,AG,1200.00_25_27,372.73,689.54,45.08,0.57,18.83,0.04,0.10,13.83
Waste,AG,1200.00_25_26,499.88,924.78,44.35,0.79,19.33,0.04,0.10,14.12
Waste,AG,1200.00_25_25,500.00,925.00,43.12,1.30,20.10,0.04,0.11,14.58
Waste,AG,1200.00_25_24,500.00,925.00,41.11,2.13,21.38,0.04,0.11,15.34
Waste,AG,1200.00_25_23,500.00,925.00,38.41,3.49,22.58,0.03,0.11,16.84
Waste,AG,1200.00_25_22,500.00,925.00,33.22,4.80,27.68,0.03,0.11,18.02
Waste,AG,1200.00_25_21,250.00,462.50,38.13,4.27,22.43,0.05,0.12,16.68
Waste,AG,1200.00_24_27,220.37,407.68,45.06,0.73,18.76,0.04,0.10,13.83
Waste,AG,1200.00_24_26,499.52,924.12,43.61,1.13,19.78,0.04,0.10,14.39
Waste,AG,1200.00_24_25,500.00,925.00,42.78,1.48,20.30,0.04,0.11,14.70
Waste,AG,1200.00_24_24,500.00,925.00,41.54,2.01,21.06,0.03,0.11,15.15
Waste,AG,1200.00_24_23,500.00,925.00,40.75,2.77,20.95,0.04,0.10,15.90
Waste,AG,1200.00_24_22,500.00,925.00,37.01,4.05,24.03,0.04,0.11,16.90
Waste,AG,1200.00_24_21,500.00,925.00,38.78,4.72,21.56,0.05,0.11,16.20
Waste,AG,1200.00_23_27,141.15,261.13,44.99,1.02,18.64,0.04,0.10,13.80
Waste,AG,1200.00_23_26,500.00,925.00,42.95,1.54,20.09,0.04,0.10,14.60
Waste,AG,1200.00_23_25,500.00,925.00,42.38,1.84,20.42,0.04,0.10,14.81
Waste,AG,1200.00_23_24,500.00,925.00,41.62,2.26,20.82,0.04,0.11,15.07
Waste,AG,1200.00_23_23,500.00,925.00,42.48,2.57,19.54,0.04,0.10,15.09
Waste,AG,1200.00_23_22,500.00,925.00,40.23,4.47,20.43,0.05,0.11,15.53
Waste,AG,1200.00_23_21,500.00,925.00,38.41,7.58,20.01,0.06,0.10,15.60
Waste,AG,1200.00_22_27,74.14,137.16,44.91,1.31,18.52,0.04,0.10,13.78
Waste,AG,1200.00_22_26,488.17,903.11,42.50,1.96,20.22,0.04,0.10,14.73
Waste,AG,1200.00_22_25,500.00,925.00,42.10,2.25,20.38,0.04,0.10,14.84
Waste,AG,1200.00_22_24,500.00,925.00,41.65,2.63,20.53,0.04,0.10,14.98
Waste,AG,1200.00_22_23,500.00,925.00,42.59,2.97,19.20,0.04,0.09,14.90
Waste,AG,1200.00_22_22,500.00,925.00,42.86,5.89,17.13,0.06,0.09,13.88
Waste,AG,1200.00_22_21,375.00,693.75,39.23,7.64,19.23,0.06,0.09,15.20
Waste,AG,1200.00_21_26,212.71,393.51,42.20,2.38,20.21,0.04,0.10,14.78
Waste,AG,1200.00_21_25,499.74,924.52,41.96,2.67,20.22,0.04,0.10,14.82
Waste,AG,1200.00_21_24,500.00,925.00,41.71,3.06,20.17,0.04,0.10,14.86
Waste,AG,1200.00_21_23,500.00,925.00,42.31,4.50,18.62,0.05,0.09,14.34
Waste,AG,1200.00_21_22,500.00,925.00,42.83,6.16,16.97,0.06,0.08,13.83
Waste,AG,1200.00_21_21,125.00,231.25,42.61,6.67,16.81,0.06,0.08,13.83
Waste,AG,1200.00_20_25,383.58,709.62,41.91,3.11,19.97,0.04,0.10,14.76
Waste,AG,1200.00_20_24,500.00,925.00,41.81,3.50,19.78,0.04,0.10,14.72
Waste,AG,1200.00_20_23,250.00,462.50,42.37,4.79,18.36,0.05,0.09,14.26
Waste,AG,1200.00_20_22,125.00,231.25,42.88,6.17,16.92,0.06,0.08,13.79
Waste,AG,1200.00_19_13,125.00,231.25,41.31,9.64,16.35,0.07,0.07,13.42
Waste,AG,1200.00_19_12,250.00,462.50,41.55,9.20,16.01,0.07,0.08,13.89
Waste,AG,1200.00_18_13,500.00,925.00,42.09,8.42,16.51,0.06,0.07,13.23
Waste,AG,1200.00_18_12,500.00,925.00,42.53,7.69,16.20,0.06,0.07,13.64
Waste,AG,1200.00_18_11,374.89,693.55,42.79,7.33,16.22,0.06,0.07,13.57
Waste,AG,1200.00_17_14,250.00,462.50,42.81,7.25,16.58,0.05,0.07,13.18
Waste,AG,1200.00_17_13,500.00,925.00,42.66,7.52,16.64,0.05,0.07,13.07
Waste,AG,1200.00_17_12,500.00,925.00,43.36,6.41,16.36,0.05,0.07,13.43
Waste,AG,1200.00_17_11,484.20,895.77,43.40,6.39,16.34,0.05,0.07,13.42
Waste,AG,1200.00_17_10,71.01,131.37,43.44,6.36,16.32,0.05,0.07,13.41
Waste,AG,1200.00_16_14,250.00,462.50,42.82,7.25,16.58,0.05,0.07,13.18
Waste,AG,1200.00_16_13,500.00,925.00,42.68,7.48,16.63,0.05,0.07,13.09
Waste,AG,1200.00_16_12,500.00,925.00,43.36,6.41,16.36,0.05,0.07,13.43
Waste,AG,1200.00_16_11,485.06,897.36,43.41,6.39,16.34,0.05,0.07,13.42
Waste,AG,1200.00_16_10,160.45,296.84,43.45,6.36,16.32,0.05,0.07,13.41
Waste,AG,1200.00_15_14,500.00,925.00,42.81,7.25,16.58,0.05,0.07,13.18
Waste,AG,1200.00_15_13,500.00,925.00,42.67,7.50,16.64,0.05,0.07,13.08
Waste,AG,1200.00_15_12,500.00,925.00,43.38,6.40,16.36,0.05,0.07,13.43
Waste,AG,1200.00_15_11,498.85,922.86,43.41,6.38,16.34,0.05,0.07,13.42
Waste,AG,1200.00_15_10,201.71,373.16,43.45,6.36,16.31,0.05,0.07,13.40
Waste,AG,1200.00_14_14,500.00,925.00,42.76,7.34,16.60,0.05,0.07,13.14
Waste,AG,1200.00_14_13,500.00,925.00,42.64,7.56,16.64,0.05,0.07,13.06
Waste,AG,1200.00_14_12,500.00,925.00,43.39,6.39,16.35,0.05,0.07,13.42
Waste,AG,1200.00_14_11,500.00,925.00,43.43,6.37,16.32,0.05,0.07,13.41
Waste,AG,1200.00_14_10,238.61,441.43,43.47,6.35,16.31,0.05,0.07,13.40
Waste,AG,1200.00_13_14,500.00,925.00,42.70,7.44,16.63,0.05,0.07,13.10
Waste,AG,1200.00_13_13,500.00,925.00,42.60,7.63,16.66,0.05,0.07,13.03
Waste,AG,1200.00_13_12,500.00,925.00,43.41,6.38,16.34,0.05,0.07,13.41
Waste,AG,1200.00_13_11,500.00,925.00,43.44,6.36,16.31,0.05,0.07,13.40
Waste,AG,1200.00_13_10,476.23,881.02,43.27,6.35,16.48,0.05,0.07,13.50
Waste,AG,1200.00_12_15,125.00,231.25,42.68,7.49,16.63,0.05,0.07,13.08
Waste,AG,1200.00_12_14,500.00,925.00,42.64,7.56,16.64,0.05,0.07,13.06
Waste,AG,1200.00_12_13,500.00,925.00,42.55,7.72,16.68,0.05,0.07,13.00
Waste,AG,1200.00_12_12,500.00,925.00,43.43,6.37,16.32,0.05,0.07,13.41
Waste,AG,1200.00_12_11,500.00,925.00,43.48,6.35,16.30,0.05,0.07,13.40
Waste,AG,1200.00_12_10,499.58,924.22,43.26,6.34,16.49,0.05,0.07,13.51
Waste,AG,1200.00_11_9,249.66,461.87,42.96,6.34,16.75,0.06,0.07,13.66
Waste,AG,1200.00_11_18,250.00,462.50,43.50,5.63,16.78,0.05,0.07,13.52
Waste,AG,1200.00_11_17,500.00,925.00,42.35,7.86,16.23,0.06,0.07,13.68
Waste,AG,1200.00_11_16,500.00,925.00,42.31,7.92,16.22,0.06,0.07,13.69
Waste,AG,1200.00_11_15,500.00,925.00,42.45,7.79,16.43,0.06,0.07,13.38
Waste,AG,1200.00_11_14,500.00,925.00,42.58,7.67,16.67,0.05,0.07,13.01
Waste,AG,1200.00_11_13,500.00,925.00,42.51,7.81,16.70,0.05,0.06,12.96
Waste,AG,1200.00_11_12,500.00,925.00,43.46,6.35,16.31,0.05,0.07,13.40
Waste,AG,1200.00_11_11,500.00,925.00,43.50,6.33,16.29,0.05,0.07,13.39
Waste,AG,1200.00_11_10,500.00,925.00,43.26,6.33,16.50,0.06,0.07,13.52
Waste,AG,1200.00_10_9,498.24,921.75,42.94,6.32,16.78,0.06,0.07,13.68
Waste,AG,1200.00_10_8,50.18,92.83,42.90,6.30,16.83,0.06,0.07,13.70
Waste,AG,1200.00_10_18,500.00,925.00,43.53,5.53,16.81,0.05,0.07,13.52
Waste,AG,1200.00_10_17,500.00,925.00,42.26,8.01,16.21,0.06,0.07,13.70
Waste,AG,1200.00_10_16,500.00,925.00,42.22,8.07,16.20,0.06,0.07,13.72
Waste,AG,1200.00_10_15,500.00,925.00,42.38,7.91,16.44,0.06,0.07,13.36
